word,sentiment
的,-16.081022775957514
了,-17.413535745496524
我,-17.382799522274883
捂脸,-13.978966571576628
你,-13.881809067553508
是,-16.42235951522802
?,-4.977333373788265
都,-15.868015179213959
不,-15.409044554489052
就,-16.445661668336257
看,-13.985626043726015
这,-14.619659525181229
吗,-13.204962538394566
有,-14.833658750485386
好,-7.82075698967137
也,-15.479032004495998
玫瑰,11.870194049023583
呲牙,-5.025449317533695
这个,-16.26925061464681
在,-15.541963783046201
啊,-11.2224440229565
泣不成声,-11.862674288311084
鼓掌,9.572003316996675
赞赞,15.41847754441688
一个,-16.00196475331506
人,-14.03363033390431
吧,-11.516749941422653
他,-17.322510529330085
还,-14.466140555517246
说,-14.343636239823267
喜欢,-13.297231020722018
就是,-13.643579151758857
想,-13.62459845999017
要,-11.817522143156806
泪奔,-12.99940922686275
没,-15.328059692760554
.,-12.153640766628772
什么,-13.86042337523308
给,-13.930044663954211
微笑,-7.138562779289295
去,-14.944865189183139
没有,-13.469027794814737
不是,-14.75612940480348
可以,-12.930289832179612
赞,-5.457311846946608
很,-12.224578059106388
怎么,-13.558020730375242
我们,-11.307119677840861
能,-13.079687291973261
吃,-14.197734015455955
比心,15.732461875283889
到,-17.23660884035408
呢,-12.626755781857486
这样,-13.296858147673545
会,-13.749624170785276
和,-14.447464319895627
她,-17.360908524049
知道,-14.138748031294629
来,-11.346510736023308
做,-14.837221095823292
把,-15.274422422726378
这么,-12.745824031738191
自己,-13.217009172900138
还是,-13.084432156225787
你们,-7.096999535978925
流泪,7.272176848380501
个,-13.119819432099401
太,-8.360961861430285
那个,-14.243330076324636
多,-13.388425441153078
真的,-12.97695221793524
好看,-11.637705149349596
哈哈哈,-10.25048982167216
又,-13.53491995521568
那,-13.978742078336795
赞赞赞,5.62446125484338
感谢,13.255764082731586
看看,-13.132173027629316
小,-11.36980825257842
爱,-9.149795320322037
用,-15.861487681704503
呀,-11.072965666639424
现在,-14.470352375194278
中国,-0.6981566121493886
上,-14.087115779272324
买,-14.58832556508024
被,-15.33658695286082
看到,-14.363930674872714
让,-13.396130456780806
感觉,-12.997522424332079
真,-9.242026749879331
哈哈哈哈,-7.357856476191711
才,-12.301931177203942
谁,-13.082128130270275
时候,-14.138755250836404
着,-13.923813863189494
视频,-13.223617949165625
为什么,-13.72829681713106
孩子,-11.319999488369893
不会,-13.54507242529719
对,-11.32814244458847
过,-14.322808057983815
叫,-13.245441205745378
最,-9.40404705299506
爱心,14.472717955150925
抠鼻,-12.673944804629052
觉得,-14.331022631654738
手机,-16.780833097325687
啥,-12.941811907779536
一下,-13.47330232638102
得,-13.757390650388682
一样,-13.076717922597435
跟,-13.607075646853248
好听,-7.173008883988318
大,-11.165133713372496
可爱,-5.408226582241386
灵机一动,-10.881033683930973
加油,4.224829812496655
应该,-13.02928796954316
这是,-11.77476822773036
不要,-12.976992890825569
屏保,-17.348937550813236
不能,-13.154693584439958
这种,-13.729505478241927
壁纸,-16.334762903917877
那么,-12.893074294265714
笑,-12.49162381625255
拍,-12.921787981724362
像,-13.23758930864049
男,-16.005152233716
么,-12.145979517388653
一,-13.993586527496856
好像,-12.18639257019973
死,-12.642793905173349
再,-12.243730853253787
漂亮,-6.196867193430653
还有,-12.095021885058157
听,-11.8854494286979
啦,-9.043797335426493
出来,-11.508366953869691
他们,-10.06685435495686
是不是,-12.480794584248232
大笑,-8.693134303967394
钱,-13.096633752319875
女人,-13.324145554190725
别人,-14.391714124082428
比,-12.556765708840416
拿,-15.70778592430331
挺,-12.369732611688177
嘛,-12.088956700723413
笑哭,-7.9458909135645825
酷拽,-1.861273354379515
一起加油,12.231849285784422
男人,-13.513815053695856
有点,-12.138672263496234
哦,-9.07634179915076
已经,-12.666207769656204
送心,6.8250263568909535
哈哈,-11.952083934154707
找,-13.163514984272924
走,-11.714796455757757
但是,-14.05900911942951
以为,-13.380549480594906
下,-11.773448738663422
等,-11.061184687209957
当,-14.573873608351082
最后,-12.538202214009882
关注,-6.733841615847711
哪里,-11.9741122349441
打,-12.457102316022247
玩,-13.797115109505935
里,-12.779503279385233
厉害,-9.604015042246408
因为,-12.85057515992176
打脸,3.650328390040049
发呆,-8.011291400372263
美女,-6.826197185720307
刷,-14.078491060504627
人家,-13.600309109640348
抖音,-12.876835535685146
一定,-8.743030321642193
以后,-12.20957738683602
不错,-10.918290253854066
老公,-15.210853593293182
男朋友,-16.322774678006425
可能,-11.827453294186736
如果,-13.690882696096523
发怒,2.682545930473242
车,-13.227198651487047
老师,-10.849927939389241
带,-13.308830658591614
为,-6.680190578776849
咋,-12.974079290042264
完,-12.88286724062819
卧槽,-11.559068904611761
快,-11.689949799576311
穿,-12.703186080768734
奸笑,-13.816075107957486
女,-15.203119305770135
一起,-12.47566305941263
唱,-11.96124562305152
多少,-13.138448222444717
点,-8.853711554910005
今天,-12.45751778650091
一直,-12.840577619697862
只,-13.203384998195228
年,-12.157028618726024
强壮,9.994035755877162
所以,-12.958213235914137
哪,-12.20348971472214
两个,-12.652467499253008
直接,-12.824926305356167
东西,-13.726475149354588
懂,-13.566694793945349
小姐姐,-12.143806269405022
起来,-10.890872530897639
呆无辜,-9.899933324826453
然后,-15.449141808081988
好好,-11.299421664589437
评论,-11.832899149239681
更,-12.726629108587874
牛,-11.317135162986238
怕,-12.077599050656387
老婆,-14.18709833909134
要是,-12.808734912953547
哥哥,-9.982823108300348
有钱,-13.434675331070009
只有,-12.780114074162306
们,-4.69895595413139
不好,-12.986382087275373
支持,-7.031443118355321
回来,-10.846596183505879
别,-12.766248256632794
大家,-10.278892228987402
希望,-7.16275629300948
刚刚,-16.349900965620794
逼,-11.52549317254974
发现,-14.66178623713188
以前,-13.407413911258148
老,-11.685025195968436
戴口罩,4.182835000102772
开,-12.438639131757355
问,-13.026831572704175
但,-12.657393445084617
原来,-13.522057825093624
不失礼貌的微笑,-11.93383502259797
喝,-12.281248766831466
有人,-14.424007647951438
兄弟,-10.540780457426012
姐姐,-11.1816354354133
从,-13.710613079542705
问题,-13.004747166697474
耶,-10.447922623257599
看着,-12.185917350135362
有没有,-12.48644339381885
开始,-12.779304143387408
女朋友,-15.46197857165997
高,-11.979302906426893
一点,-12.245255898438186
后,-12.390661009029772
我家,-12.683978384492102
只是,-13.065270959895686
刷到,-16.29574634621858
渣,-14.187529228281289
很多,-13.246536089432771
需要,-12.184736623561713
衣服,-12.426684597354477
一次,-12.406056303854136
它,-10.77837300600955
看见,-13.40927697132631
好吃,-11.507092553130013
告诉,-12.480036061471042
儿子,-12.268424503773
中,-10.749930282987457
跑,-12.822372493936083
里面,-13.281092828116524
老板,-12.436608353719379
名字,-12.60869655120947
家,-12.50744703339034
卖,-12.095200364805132
不到,-12.698522165943189
点赞,-7.557659927070563
朋友,-11.837995014625905
电影,-11.508555347886885
特别,-12.960314133367794
英雄,-0.4651384329520413
后面,-12.202765089912676
干,-8.770949598194342
地方,-12.062032919609816
求,-7.461604192864881
一天,-11.87686076762438
想要,-11.451996363679074
给力,13.24202149894931
请,-11.527019629186793
黑脸,-12.423532512000643
肯定,-12.31756781001062
生活,-11.906403948395619
哇,-10.118296863920746
女孩,-12.832483187998657
可,-11.937313990900956
我要,-12.174409177200294
终于,-12.360022928241365
不行,-12.285941182116142
其实,-13.103452667006476
声音,-12.53402467642295
美,-10.826570465215482
不了,-11.611127445004307
不想,-13.10304968495419
长,-12.637437526802469
谢谢,-8.150583207436522
火,-12.5294677405398
害羞,-5.777279147941199
真是,-10.93764599257368
不用,-12.011139012783374
巧克力,6.1897618622234365
头发,-12.552578398289398
月,-12.092116416731555
为啥,-12.058618206693845
小时候,-13.686797831614063
几个,-13.058504023837424
这些,-12.784417168920589
出,-12.563592780059732
快哭了,-7.468854802040317
幸福,-7.100251251747838
这里,-11.848520985544003
