word,sentiment
捂脸,479.0072799
玫瑰,1856.777316
赞赞,2140.410939
鼓掌,2014.158625
好,1006.358313
呲牙,888.5162801
爱心,1782.665409
泣不成声,275.2045908
看,-150.2810697
喜欢,400.3449349
人,393.6268744
比心,1344.155645
想,-158.9148012
泪奔,-20.35534776
微笑,575.2255705
说,451.4650121
赞赞赞,1868.500802
赞,1085.97456
流泪,577.6223805
感谢,1427.137022
没,-317.1067876
去,-110.1185007
没有,-221.0199747
不是,-82.94845031
爱,548.6294221
好看,498.6298894
吃,-112.8627612
太,1186.748779
做,269.5817276
小,102.9789656
知道,-101.6873266
哈哈哈,194.0277099
真的,509.8991546
可爱,934.4717675
加油,1111.548292
看到,-230.2332263
中国,966.7942754
哈哈哈哈,444.5280048
视频,-166.6759085
感觉,101.5791921
现在,-153.2714103
看看,0.221701518
好听,990.3950004
真,1050.752767
送心,1008.795677
买,-444.2098923
漂亮,1265.807254
一起加油,1290.404758
孩子,550.9560239
屏保,-232.8258746
觉得,207.9051997
笑,-16.44461657
一下,-162.6335421
手机,-734.7526393
不会,-138.2614444
不能,-58.82333346
这种,59.27182624
男,-174.0478504
死,-97.48857565
不要,-17.34772882
听,607.0820043
灵机一动,145.8263293
这是,-35.78234073
抠鼻,-427.4312926
大笑,685.4359313
壁纸,-226.4334264
笑哭,452.7227388
美女,998.9990919
好像,-101.8692211
应该,67.17827353
关注,255.2312768
挺,700.100992
再,-232.6868106
拍,-130.1952338
男人,433.4753582
家,-128.9877455
出来,-243.1095542
打脸,113.3751228
最后,-37.60991132
一起,-34.52522372
发怒,586.0418945
唱,682.3649835
女人,627.3873883
以后,-81.21873422
别人,-109.8525847
下,-462.9090483
是不是,-192.5773098
快,-372.2746568
男朋友,-391.0222395
厉害,1029.475842
发呆,-89.46199351
玩,-149.9369444
一定,498.3630419
里,-258.5378611
有点,202.8571821
老公,-141.8097556
今天,-161.7908404
抖音,-193.1604221
刷,-494.8375838
走,100.0693441
不错,639.4898842
酷拽,-374.4477617
强壮,1228.781693
已经,-242.8641853
以为,-153.3466935
好好,635.3137961
找,-228.9139742
风格,692.3197645
戴口罩,510.588969
哥哥,229.9994275
巧克力,1384.300214
两个,55.41505451
卧槽,107.245094
奸笑,-189.4695664
姐姐,493.8492736
耶,629.9663374
英雄,1328.805548
害羞,444.6994163
回来,146.7152308
老婆,151.9112433
求,-20.44203198
穿,0.9582222
点,460.5961221
装修,455.5884656
祈祷,1493.545024
大家,130.0710967
回家,915.1329523
女,-22.55786672
我家,-107.4468184
小姐姐,361.4183335
谢谢,764.8348004
啊啊啊,300.076002
老师,549.014421
电影,-533.044909
刚刚,-386.463306
起来,352.2264781
欢迎,1135.385694
狗,-134.566488
老,441.7525695
发现,-272.6719008
希望,359.2141328
翻,62.30850386
朋友,502.0831584
逼,610.348586
完,-409.5443978
钱,-175.453024
哭,160.2336576
点赞,855.4886807
名字,-116.0862662
带,71.39515019
想要,9.282388514
可能,-77.21485142
支持,1055.739282
渣,86.91381064
看着,459.6853087
快哭了,229.2505072
辛苦,1267.462487
问,-429.5212844
牛,576.0913245
评论,-286.4759883
看见,-288.9657715
有没有,-146.3711439
平安,1608.860379
年,-159.5246414
一次,-327.0187169
可怜,499.6911365
电视剧,-188.7568159
原来,106.2430265
黑脸,-683.9075328
东西,-229.5557584
请,125.2355005
声音,437.1338783
儿子,181.097567
刷到,-419.885791
心心,1382.822554
兄弟,251.2358932
给力,1489.428607
机智,473.4989845
偷笑,378.9772883
女朋友,-440.3164029
月,-404.0136645
以前,-72.87825607
终于,10.66334149
懂,79.92303178
妈妈,649.9092776
更新,-370.6176029
告诉,-266.5286376
美,824.0023891
有人,-184.1473412
我要,-135.6003252
直接,-229.1787889
怕,-5.460511564
不好,56.71365178
永远,585.8824329
特别,563.4274397
你好,860.1053037
头发,41.56788075
里面,-129.073234
肯定,-92.13943748
世界,375.8859883
好多,11.70666099
不到,-387.0284953
为啥,-190.186362
链接,-192.0776917
不失礼貌的微笑,-293.1920838
一点,136.4653216
衣服,-13.70180052
需要,99.20984306
后,-93.75301254
居然,-144.6398495
家里,-159.0045319
刚,-348.7409056
开,-119.9611115
地方,121.0478089
后面,39.404905
爱慕,1225.434651
女孩,136.7935511
其实,276.7800638
喝,-399.6496155
幸福,947.3545057
真是,519.9450738
跳,612.107197
猫,-81.87528606
危险,914.7870149
迷人,1060.113245
不了,-103.2764774
呆无辜,-180.7321266
调皮,543.8690316
来看我,720.7596378
一天,-45.91636981
刚刷,-8.016066701
柠檬,-302.7922333
宝宝,441.8985155
跑,-246.8302197
不用,-163.7595252
努力,331.9057083
帅,488.3848886
你家,-17.39624669
好帅,809.6606567
放,-410.8393895
人民,1150.319498
不想,-167.048327
第一,106.2638503
问题,-232.3487938
音乐,194.4646607
宝贝,650.5503702
眼睛,173.2849147
火,138.5096224
样子,345.4224926
干,308.8967267
父母,121.7339574
不行,-101.7805588
有个,-57.5255072
妈,2.832206257
一只,-39.68399135
每次,-111.5766229
请问,-64.4477385
感动,830.1456594
高,283.9103111
所有,281.6984145
疫情,202.7010373
心,652.3393062
柠檬树,-478.5721505
女儿,396.2481875
好吃,365.3720922
送,71.22856708
记得,-40.07973842
一种,338.2821915
天天,-60.50137631
粉丝,161.9882141
总,278.8094187
同学,271.8743412
口罩,115.6284105
帮,19.16929187
憨,478.725149
歌,302.0705948
生活,409.842202
车,-102.7746298
全国,506.9774355
女生,42.40048236
每天,-46.41783893
看过,-150.0315363
哒,1075.65072
妹妹,295.4281584
电视,-94.2112916
美国,185.7533986
几个,-101.3354646
事,33.18986216
瘦,176.8083479
爸爸,257.2552029
直播,-129.9263707
开心,307.9325985
快乐,430.2193167
男生,23.19781925
国家,523.9787806
画,287.8480934
保护,733.9838341
晚上,-96.80573866
拥抱,199.6143134
手,-16.75131133
突然,-157.7183575
骄傲,1189.891706
羡慕,522.5154935
吖,68.47983506
简单,487.4943414
碰拳,985.0925529
唱歌,561.2096087
